,formula,full_name,band_gap,formation_energy,nn_ave_eleneg,o2p_center_from_vbm,vacancy_formation_energy,charge,vacancy_index,vr_max,Eb_sum
0,Al2O3,Al2O3_Va_O1,6.039299999999999,-3.426551008000001,2.224895215865955,2.497321494687122,7.69421869999986,0,269,-2.8945619964631555,10.282703088187338
1,As2O3,As2O3_Va_O1,3.3312,-1.6290845505,2.745736482564582,3.6517666474416854,3.803732819999718,0,287,-1.150088447140494,7.552400983529943
2,As2O3,As2O3_Va_O2,3.3312,-1.6290845505,2.6515650881606163,3.61912449772006,3.756670709999875,0,383,-1.150088447140494,7.081817293565289
3,As2O3,As2O3_Va_O3,3.3312,-1.6290845505,2.6571443525075127,3.7018856453418607,3.7697533399999745,0,479,-1.150088447140494,7.131939691002804
4,B2O3,B2O3_Va_O1,6.3479,-2.79805631,2.522642750980837,3.1894952912738876,6.752125390000012,0,59,-2.1905056483979153,10.962948518045348
5,B2O3,B2O3_Va_O2,6.3479,-2.79805631,2.4919401604235785,3.2111856187427152,6.3722730700000145,0,47,-2.1905056483979153,10.872965767798396
7,BeO,BeO_Va_O1,7.4735,-3.1028558024999997,1.7045243414171556,2.56383046489316,8.244733159999564,0,299,-3.156179192239042,12.272995096389756
8,Bi2O3,Bi2O3_Va_O1,2.1518000000000006,-1.6417272149999995,2.5534711302971105,2.572681787528063,3.919661759999949,0,143,-0.9858147743813158,5.558325515459918
9,Bi2O3,Bi2O3_Va_O2,2.1518000000000006,-1.6417272149999995,2.5818292627200585,2.4718292317832677,4.028562429999861,0,191,-0.9858147743813158,4.878119841026061
10,Bi2O3,Bi2O3_Va_O3,2.1518000000000006,-1.6417272149999995,2.523204218589346,2.561136419992206,4.10182348999991,0,239,-0.9858147743813158,6.196910505177226
13,CaO,CaO_Va_O1,3.5479,-3.3060156124999995,1.0,1.2018086062036886,7.691605040000022,0,63,-3.2905001259273035,11.020274752984378
14,Ga2O3,Ga2O3_Va_O1,2.2114,-2.268996668999999,2.3894413671718,2.8345721001720285,4.668474750000096,0,95,-1.8812876656363955,7.3410265160065125
15,Ga2O3,Ga2O3_Va_O2,2.2114,-2.268996668999999,2.3313459685068687,2.8870391212766604,5.298623480000069,0,127,-1.8812876656363955,9.106977200814203
16,Ga2O3,Ga2O3_Va_O3,2.2114,-2.268996668999999,2.4005128617292173,2.4635876701348796,5.068348539999997,0,159,-1.8812876656363955,7.238438154319156
17,GeO2,GeO2_Va_O1,3.0522,-2.077037438333334,2.725,2.262441673488334,3.65275514999997,0,71,-1.502819088333178,7.521512384777801
18,K2O,K2O_Va_O1,1.7232,-1.2478575836666663,0.82,0.3385650409912411,4.534054169999999,0,95,-1.8820736227458112,8.232302709535245
19,Li2O,Li2O_Va_O1,4.8772,-2.061597913888889,0.98,1.168204519962669,7.427469659999995,0,95,-3.1005489752967774,12.056796778720049
20,MgO,MgO_Va_O1,4.6587,-3.0533666124999996,1.31,1.800415362880493,7.610649820000001,0,63,-3.116950431898758,10.345144576146483
23,Rb2O,Rb2O_Va_O1,1.4732,-1.133168373333333,0.82,0.3969127188451622,4.461725070000009,0,95,-1.7562254794348755,7.81645095886975
24,Sb2O3,Sb2O3_Va_O1,1.842700000000001,-1.751737502,2.544741242141955,3.479270991356791,4.168888170000011,0,47,-1.2369755737418262,11.414250733408618
25,Sb2O3,Sb2O3_Va_O2,1.842700000000001,-1.751737502,2.659676891928514,3.6453132200419622,4.23347437999997,0,79,-1.2369755737418262,9.226877985068997
30,SiO2,SiO2_Va_O1,5.785699999999999,-3.267179193333333,2.67,2.858249381991186,5.84099236999999,0,215,-2.356834901289411,9.635406577802385
34,SnO2,SnO2_Va_O1,0.8614000000000002,-2.107481543333334,2.6999999999999997,2.689198165456612,4.78985756999999,0,71,-1.538575818365933,7.137871435101152
35,SrO,SrO_Va_O1,3.1607000000000003,-3.077090665833333,0.9500000000000002,0.908791266440336,7.1794223499999905,0,63,-3.067823794114626,10.455647588229251
36,Al2O3,Al2O3_Va_O1,6.039299999999999,-3.426551008000001,2.224895215865955,2.497321494687122,4.564112179466871,1,269,-2.8945619964631555,10.282703088187338
37,As2O3,As2O3_Va_O2,3.3312,-1.6290845505,2.6515650881606163,3.61912449772006,1.31408610750172,1,383,-1.150088447140494,7.081817293565289
38,As2O3,As2O3_Va_O3,3.3312,-1.6290845505,2.6571443525075127,3.7018856453418607,1.4107231307089465,1,479,-1.150088447140494,7.131939691002804
39,B2O3,B2O3_Va_O1,6.3479,-2.79805631,2.522642750980837,3.1894952912738876,4.5550444187799,1,59,-2.1905056483979153,10.962948518045348
40,B2O3,B2O3_Va_O2,6.3479,-2.79805631,2.4919401604235785,3.2111856187427152,4.485200703805055,1,47,-2.1905056483979153,10.872965767798396
41,BaO,BaO_Va_O1,1.8639,-2.8236447624999994,0.8900000000000002,1.0286716207655016,4.308322994983372,1,63,-2.8403280769497066,10.180656153899415
42,BeO,BeO_Va_O1,7.4735,-3.1028558024999997,1.7045243414171556,2.56383046489316,5.194772300257529,1,299,-3.156179192239042,12.272995096389756
43,Bi2O3,Bi2O3_Va_O1,2.1518000000000006,-1.6417272149999995,2.5534711302971105,2.572681787528063,1.5949257844881852,1,143,-0.9858147743813158,5.558325515459918
44,Bi2O3,Bi2O3_Va_O2,2.1518000000000006,-1.6417272149999995,2.5818292627200585,2.4718292317832677,1.608076709936071,1,191,-0.9858147743813158,4.878119841026061
45,Bi2O3,Bi2O3_Va_O3,2.1518000000000006,-1.6417272149999995,2.523204218589346,2.561136419992206,1.415810018089293,1,239,-0.9858147743813158,6.196910505177226
47,CaO,CaO_Va_O1,3.5479,-3.3060156124999995,1.0,1.2018086062036886,5.058042836377056,1,63,-3.2905001259273035,11.020274752984378
48,Ga2O3,Ga2O3_Va_O1,2.2114,-2.268996668999999,2.3894413671718,2.8345721001720285,2.8563129462292114,1,95,-1.8812876656363955,7.3410265160065125
49,Ga2O3,Ga2O3_Va_O2,2.2114,-2.268996668999999,2.3313459685068687,2.8870391212766604,2.642667951489239,1,127,-1.8812876656363955,9.106977200814203
50,Ga2O3,Ga2O3_Va_O3,2.2114,-2.268996668999999,2.4005128617292173,2.4635876701348796,2.90488314721856,1,159,-1.8812876656363955,7.238438154319156
51,GeO2,GeO2_Va_O1,3.0522,-2.077037438333334,2.725,2.262441673488334,2.8861973534256427,1,71,-1.502819088333178,7.521512384777801
52,K2O,K2O_Va_O1,1.7232,-1.2478575836666663,0.82,0.3385650409912411,4.193671011566598,1,95,-1.8820736227458112,8.232302709535245
53,Li2O,Li2O_Va_O1,4.8772,-2.061597913888889,0.98,1.168204519962669,5.394661848935825,1,95,-3.1005489752967774,12.056796778720049
54,MgO,MgO_Va_O1,4.6587,-3.0533666124999996,1.31,1.800415362880493,5.095554197893554,1,63,-3.116950431898758,10.345144576146483
56,Rb2O,Rb2O_Va_O1,1.4732,-1.133168373333333,0.82,0.3969127188451622,3.8917412269279303,1,95,-1.7562254794348755,7.81645095886975
57,Sb2O3,Sb2O3_Va_O1,1.842700000000001,-1.751737502,2.544741242141955,3.479270991356791,1.3615332420943422,1,47,-1.2369755737418262,11.414250733408618
58,Sb2O3,Sb2O3_Va_O2,1.842700000000001,-1.751737502,2.659676891928514,3.6453132200419622,1.342556606925415,1,79,-1.2369755737418262,9.226877985068997
63,SiO2,SiO2_Va_O1,5.785699999999999,-3.267179193333333,2.67,2.858249381991186,4.9929877338973965,1,215,-2.356834901289411,9.635406577802385
67,SnO2,SnO2_Va_O1,0.8614000000000002,-2.107481543333334,2.6999999999999997,2.689198165456612,2.6054480568309515,1,71,-1.538575818365933,7.137871435101152
68,SrO,SrO_Va_O1,3.1607000000000003,-3.077090665833333,0.9500000000000002,0.908791266440336,4.766171724526229,1,63,-3.067823794114626,10.455647588229251
69,Al2O3,Al2O3_Va_O1,6.039299999999999,-3.426551008000001,2.224895215865955,2.497321494687122,1.871706257271368,2,269,-2.8945619964631555,10.282703088187338
70,As2O3,As2O3_Va_O1,3.3312,-1.6290845505,2.745736482564582,3.6517666474416854,-0.9883017507957212,2,287,-1.150088447140494,7.552400983529943
71,As2O3,As2O3_Va_O2,3.3312,-1.6290845505,2.6515650881606163,3.61912449772006,-1.9412796043358855,2,383,-1.150088447140494,7.081817293565289
72,As2O3,As2O3_Va_O3,3.3312,-1.6290845505,2.6571443525075127,3.7018856453418607,-1.1966327609093488,2,479,-1.150088447140494,7.131939691002804
73,BaO,BaO_Va_O1,1.8639,-2.8236447624999994,0.8900000000000002,1.0286716207655016,2.9252624358033597,2,63,-2.8403280769497066,10.180656153899415
74,BeO,BeO_Va_O1,7.4735,-3.1028558024999997,1.7045243414171556,2.56383046489316,2.148476243436656,2,299,-3.156179192239042,12.272995096389756
75,Bi2O3,Bi2O3_Va_O1,2.1518000000000006,-1.6417272149999995,2.5534711302971105,2.572681787528063,-1.071147094963401,2,143,-0.9858147743813158,5.558325515459918
76,Bi2O3,Bi2O3_Va_O2,2.1518000000000006,-1.6417272149999995,2.5818292627200585,2.4718292317832677,-1.038908422779985,2,191,-0.9858147743813158,4.878119841026061
77,Bi2O3,Bi2O3_Va_O3,2.1518000000000006,-1.6417272149999995,2.523204218589346,2.561136419992206,-1.3372063484430965,2,239,-0.9858147743813158,6.196910505177226
80,CaO,CaO_Va_O1,3.5479,-3.3060156124999995,1.0,1.2018086062036886,3.9617531909655592,2,63,-3.2905001259273035,11.020274752984378
81,Ga2O3,Ga2O3_Va_O1,2.2114,-2.268996668999999,2.3894413671718,2.8345721001720285,0.3538878002447934,2,95,-1.8812876656363955,7.3410265160065125
82,Ga2O3,Ga2O3_Va_O2,2.2114,-2.268996668999999,2.3313459685068687,2.8870391212766604,-0.6841803673725178,2,127,-1.8812876656363955,9.106977200814203
83,Ga2O3,Ga2O3_Va_O3,2.2114,-2.268996668999999,2.4005128617292173,2.4635876701348796,0.2207117570890133,2,159,-1.8812876656363955,7.238438154319156
84,K2O,K2O_Va_O1,1.7232,-1.2478575836666663,0.82,0.3385650409912411,4.953010645148932,2,95,-1.8820736227458112,8.232302709535245
85,Li2O,Li2O_Va_O1,4.8772,-2.061597913888889,0.98,1.168204519962669,4.776629150980302,2,95,-3.1005489752967774,12.056796778720049
86,MgO,MgO_Va_O1,4.6587,-3.0533666124999996,1.31,1.800415362880493,3.647223827401248,2,63,-3.116950431898758,10.345144576146483
89,Rb2O,Rb2O_Va_O1,1.4732,-1.133168373333333,0.82,0.3969127188451622,4.855493691590057,2,95,-1.7562254794348755,7.81645095886975
90,Sb2O3,Sb2O3_Va_O1,1.842700000000001,-1.751737502,2.544741242141955,3.479270991356791,-2.4440124511067087,2,47,-1.2369755737418262,11.414250733408618
91,Sb2O5,Sb2O5_Va_O1,0.5914000000000001,-1.74803409,2.9272694822707885,2.40437376075443,-0.2854032883053272,2,107,-0.5208045461292565,4.823666932753651
92,Sb2O5,Sb2O5_Va_O2,0.5914000000000001,-1.74803409,2.930273060929127,2.354301334353211,0.0243211726687433,2,251,-0.5208045461292565,4.809431196654455
93,Sb2O5,Sb2O5_Va_O3,0.5914000000000001,-1.74803409,2.8160921979354785,3.3411517317835076,-1.3041811156040253,2,215,-0.5208045461292565,7.145723235331324
98,SiO2,SiO2_Va_O1,5.785699999999999,-3.267179193333333,2.67,2.858249381991186,3.704156758469766,2,215,-2.356834901289411,9.635406577802385
102,SnO2,SnO2_Va_O1,0.8614000000000002,-2.107481543333334,2.6999999999999997,2.689198165456612,0.4874946412465335,2,71,-1.538575818365933,7.137871435101152
103,SrO,SrO_Va_O1,3.1607000000000003,-3.077090665833333,0.9500000000000002,0.908791266440336,3.82069807799404,2,63,-3.067823794114626,10.455647588229251
104,Tl2O,Tl2O_Va_O1,0.3592000000000004,-0.8199783955555553,1.6847532472986757,2.450006096135706,-1.3306771732245497,2,449,-0.8674893634033586,8.092136163804724
